index,pollen_score,tagid,starttime,endtime,event
27332,0.0001585127595462,1404,2017-06-21 08:52:39.450,2017-06-21 08:52:39.850,entering
51593,0.0007163190022794,1404,2017-06-21 09:58:11.300,2017-06-21 09:58:11.450,entering
106486,6.928972732112015e-05,1404,2017-06-21 14:16:42.800,2017-06-21 14:16:42.950,entering
106487,4.393358113157851e-06,1404,2017-06-21 14:16:43.000,2017-06-21 14:16:44.250,entering
146088,0.7045595496892929,1404,2017-06-21 15:58:45.500,2017-06-21 15:58:45.650,entering
146091,0.3918909069710191,1404,2017-06-21 15:58:45.700,2017-06-21 15:58:46.200,entering
147448,0.0001012174724674,1404,2017-06-21 16:01:34.700,2017-06-21 16:01:35.600,leaving
155075,0.3838161826133728,1404,2017-06-21 16:16:24.350,2017-06-21 16:16:24.400,entering
155076,0.4991535466106143,1404,2017-06-21 16:16:24.450,2017-06-21 16:16:24.600,entering
160199,6.62242910598147e-06,1404,2017-06-21 16:24:02.150,2017-06-21 16:24:02.400,entering
160205,0.0016720173867441,1404,2017-06-21 16:24:02.450,2017-06-21 16:24:02.800,entering
160213,0.0187079264590768,1404,2017-06-21 16:24:02.850,2017-06-21 16:24:02.950,entering
172508,4.705307111407819e-05,1404,2017-06-21 16:40:05.300,2017-06-21 16:40:05.400,entering
172510,0.4337627556690547,1404,2017-06-21 16:40:05.450,2017-06-21 16:40:05.750,entering
187041,0.5304912194506173,1404,2017-06-21 17:09:44.450,2017-06-21 17:09:44.800,entering
206917,0.4789151945385678,1404,2017-06-21 17:52:08.050,2017-06-21 17:52:08.600,entering
27602,0.2307984605431556,1230,2017-06-21 08:53:06.300,2017-06-21 08:53:06.400,NV
33661,0.0067112660751023,1230,2017-06-21 09:05:34.900,2017-06-21 09:05:36.850,entering
37471,0.0283766813364157,1230,2017-06-21 09:12:40.800,2017-06-21 09:12:41.050,leaving
37477,0.0050298398709855,1230,2017-06-21 09:12:41.300,2017-06-21 09:12:41.500,leaving
45602,0.0984506071222739,1230,2017-06-21 09:34:13.100,2017-06-21 09:34:13.250,leaving
45607,6.180243067414881e-06,1230,2017-06-21 09:34:13.500,2017-06-21 09:34:13.850,leaving
45609,0.000490883248691,1230,2017-06-21 09:34:13.900,2017-06-21 09:34:14.050,leaving
64223,0.0092525349347593,1230,2017-06-21 11:03:22.200,2017-06-21 11:03:26.050,leaving
64247,0.0086708162166595,1230,2017-06-21 11:03:27.800,2017-06-21 11:03:34.850,NV
64290,0.0406780884166282,1230,2017-06-21 11:03:40.350,2017-06-21 11:03:44.750,entering
64369,0.019646053439641,1230,2017-06-21 11:03:50.350,2017-06-21 11:03:55.000,entering
64386,0.000374368079555,1230,2017-06-21 11:03:55.700,2017-06-21 11:03:57.600,entering
64394,0.0062390211862449,1230,2017-06-21 11:03:58.200,2017-06-21 11:04:09.900,entering
64454,0.0003898340282423,1230,2017-06-21 11:04:10.550,2017-06-21 11:04:11.100,NV
64456,0.0001056708831383,1230,2017-06-21 11:04:11.100,2017-06-21 11:04:15.750,NV
64458,0.0001603265492254,1230,2017-06-21 11:04:11.400,2017-06-21 11:04:13.300,NV
64464,4.717561192710652e-05,1230,2017-06-21 11:04:13.550,2017-06-21 11:04:14.450,NV
64472,0.0010063127924642,1230,2017-06-21 11:04:14.750,2017-06-21 11:04:15.300,NV
64482,8.905356025934452e-07,1230,2017-06-21 11:04:16.150,2017-06-21 11:04:16.250,entering
64489,0.0008528652780585,1230,2017-06-21 11:04:16.550,2017-06-21 11:04:18.300,NV
64500,0.0021818136824777,1230,2017-06-21 11:04:18.550,2017-06-21 11:04:20.050,NV
64506,0.0002997960554515,1230,2017-06-21 11:04:20.550,2017-06-21 11:04:33.200,NV
64567,2.6053172501101785e-05,1230,2017-06-21 11:04:34.000,2017-06-21 11:04:35.950,NV
64583,0.0017092334781216,1230,2017-06-21 11:04:39.700,2017-06-21 11:04:45.050,entering
64595,0.0004257312900335,1230,2017-06-21 11:04:45.750,2017-06-21 11:04:53.350,entering
64621,1.4336551101834516e-07,1230,2017-06-21 11:04:53.450,2017-06-21 11:04:53.600,entering
64626,0.000204316941866,1230,2017-06-21 11:04:53.900,2017-06-21 11:04:54.000,entering
64627,3.939665065435282e-06,1230,2017-06-21 11:04:54.350,2017-06-21 11:06:14.250,entering
64735,6.292007388199183e-14,1230,2017-06-21 11:05:43.100,2017-06-21 11:05:43.150,entering
64793,7.671719139559427e-07,1230,2017-06-21 11:06:16.550,2017-06-21 11:06:17.000,NV
64795,0.0612579832219249,1230,2017-06-21 11:06:17.300,2017-06-21 11:06:19.200,NV
64798,2.262586347512308e-05,1230,2017-06-21 11:06:20.750,2017-06-21 11:06:21.500,NV
64799,0.01142996181099,1230,2017-06-21 11:06:22.000,2017-06-21 11:06:24.700,leaving
64809,0.0001973101961282,1230,2017-06-21 11:06:25.700,2017-06-21 11:06:27.900,NV
64818,6.345551013377341e-05,1230,2017-06-21 11:06:28.200,2017-06-21 11:06:28.900,NV
64831,5.441696601054881e-05,1230,2017-06-21 11:06:31.500,2017-06-21 11:07:15.400,NV
64946,0.0031900321359705,1230,2017-06-21 11:07:16.100,2017-06-21 11:07:30.950,entering
65011,0.003523754896486,1230,2017-06-21 11:07:39.450,2017-06-21 11:07:43.200,leaving
65035,0.016090554902466,1230,2017-06-21 11:07:43.950,2017-06-21 11:07:44.850,NV
65052,0.0001793689038596,1230,2017-06-21 11:07:49.500,2017-06-21 11:08:44.750,entering
65296,0.0012006393830869,1230,2017-06-21 11:08:45.300,2017-06-21 11:08:47.750,leaving
65306,0.0005052383335191,1230,2017-06-21 11:08:49.150,2017-06-21 11:11:59.700,NV
65781,6.649281584669708e-05,1230,2017-06-21 11:12:00.350,2017-06-21 11:12:00.700,NV
65782,0.0003095759023714,1230,2017-06-21 11:12:00.950,2017-06-21 11:12:03.300,NV
65802,9.027493904999383e-05,1230,2017-06-21 11:12:04.700,2017-06-21 11:12:13.800,entering
65827,7.021812810511331e-05,1230,2017-06-21 11:12:14.100,2017-06-21 11:12:19.700,entering
65872,0.040530338830191,1230,2017-06-21 11:12:29.450,2017-06-21 11:12:31.100,leaving
65876,0.0001625818273146,1230,2017-06-21 11:12:31.350,2017-06-21 11:12:32.350,leaving
65881,2.161729603944451e-05,1230,2017-06-21 11:12:32.500,2017-06-21 11:12:33.250,NV
65882,9.326296507058036e-05,1230,2017-06-21 11:12:33.650,2017-06-21 11:12:34.800,NV
65891,5.783765049559773e-06,1230,2017-06-21 11:12:36.200,2017-06-21 11:12:39.250,NV
65905,0.0001043346664497,1230,2017-06-21 11:12:40.300,2017-06-21 11:12:42.050,NV
65909,0.0331595223332862,1230,2017-06-21 11:12:42.300,2017-06-21 11:12:47.800,entering
65935,0.0191876436327994,1230,2017-06-21 11:12:49.200,2017-06-21 11:12:55.050,leaving
65949,7.471503993185445e-05,1230,2017-06-21 11:12:55.300,2017-06-21 11:12:56.150,NV
65950,0.0001209584929132,1230,2017-06-21 11:12:56.600,2017-06-21 11:13:03.350,NV
65990,9.511890677723172e-06,1230,2017-06-21 11:13:11.250,2017-06-21 11:13:12.050,NV
65994,4.166317740200763e-07,1230,2017-06-21 11:13:12.750,2017-06-21 11:13:43.950,NV
66108,6.822939845263082e-05,1230,2017-06-21 11:13:44.250,2017-06-21 11:15:05.500,entering
66373,0.0002302872175718,1230,2017-06-21 11:15:05.750,2017-06-21 11:15:52.950,entering
66557,0.0275055368348541,1230,2017-06-21 11:16:11.800,2017-06-21 11:16:13.700,leaving
66669,0.0008082562454738,1230,2017-06-21 11:16:39.550,2017-06-21 11:17:33.550,entering
66918,0.0027260228074703,1230,2017-06-21 11:17:37.000,2017-06-21 11:17:39.700,leaving
66947,1.7338608794783645e-06,1230,2017-06-21 11:17:40.750,2017-06-21 11:17:43.000,leaving
66965,4.304539303142282e-06,1230,2017-06-21 11:17:43.250,2017-06-21 11:17:43.850,leaving
66975,0.0165143515552164,1230,2017-06-21 11:17:44.000,2017-06-21 11:17:46.450,leaving
66988,1.0764969608834107e-05,1230,2017-06-21 11:17:46.550,2017-06-21 11:17:46.900,NV
66993,0.0035635530770037,1230,2017-06-21 11:17:47.350,2017-06-21 11:17:53.150,leaving
67016,4.90148937154752e-05,1230,2017-06-21 11:17:54.050,2017-06-21 11:18:40.500,entering
67187,0.0312683492331641,1230,2017-06-21 11:18:45.750,2017-06-21 11:18:48.700,leaving
67271,1.26140773949015e-05,1230,2017-06-21 11:19:03.950,2017-06-21 11:19:25.800,entering
67389,2.246187281375979e-06,1230,2017-06-21 11:19:26.050,2017-06-21 11:19:31.050,entering
67423,0.0001176290269479,1230,2017-06-21 11:19:31.500,2017-06-21 11:20:05.850,entering
67547,0.0009106820153046,1230,2017-06-21 11:20:13.700,2017-06-21 11:20:17.500,leaving
67637,0.0034133880128656,1230,2017-06-21 11:20:49.500,2017-06-21 11:21:22.700,NV
67910,0.0407729703781454,1230,2017-06-21 11:22:12.350,2017-06-21 11:22:20.100,entering
67932,0.0347522328297683,1230,2017-06-21 11:22:20.250,2017-06-21 11:22:26.450,NV
67950,0.000240207755756,1230,2017-06-21 11:22:26.600,2017-06-21 11:22:27.700,NV
67953,0.0009821564573831,1230,2017-06-21 11:22:27.650,2017-06-21 11:22:29.500,NV
67968,0.0004671752068014,1230,2017-06-21 11:22:38.950,2017-06-21 11:22:45.900,leaving
67985,0.0005118182456541,1230,2017-06-21 11:22:46.200,2017-06-21 11:22:48.450,leaving
68112,2.5716042139303154e-05,1230,2017-06-21 11:23:36.300,2017-06-21 11:23:36.850,NV
68127,7.73576665898218e-06,1230,2017-06-21 11:23:38.000,2017-06-21 11:23:44.500,NV
68172,1.3209375068170276e-05,1230,2017-06-21 11:23:50.000,2017-06-21 11:24:45.500,entering
68291,0.0008613647243382,1230,2017-06-21 11:24:45.750,2017-06-21 11:25:19.500,entering
68360,4.545986079227396e-06,1230,2017-06-21 11:25:20.100,2017-06-21 11:25:57.500,entering
68478,7.73061066963073e-05,1230,2017-06-21 11:25:57.800,2017-06-21 11:26:00.650,entering
68487,6.697029083433244e-05,1230,2017-06-21 11:26:01.950,2017-06-21 11:26:06.100,leaving
68565,3.376342991466454e-06,1230,2017-06-21 11:26:19.650,2017-06-21 11:27:39.350,entering
68821,0.008619204877546,1230,2017-06-21 11:27:39.650,2017-06-21 11:27:45.100,entering
68892,0.0001146233148623,1230,2017-06-21 11:28:14.300,2017-06-21 11:28:14.950,NV
68895,0.0026112722623882,1230,2017-06-21 11:28:15.250,2017-06-21 11:28:37.500,entering
68963,1.2886962261422278e-06,1230,2017-06-21 11:28:37.150,2017-06-21 11:28:42.700,entering
69000,2.079628818807572e-05,1230,2017-06-21 11:28:43.200,2017-06-21 11:28:48.750,entering
69021,0.0001084734208116,1230,2017-06-21 11:28:49.050,2017-06-21 11:28:54.600,NV
69038,3.005240422051394e-07,1230,2017-06-21 11:28:54.850,2017-06-21 11:28:56.800,NV
69211,3.260101061202422e-05,1230,2017-06-21 11:29:34.600,2017-06-21 11:29:51.100,entering
69278,0.0008842761289591,1230,2017-06-21 11:29:51.250,2017-06-21 11:30:10.850,entering
69351,0.0579974727587166,1230,2017-06-21 11:30:16.100,2017-06-21 11:30:17.400,leaving
69381,9.276815013337002e-07,1230,2017-06-21 11:30:22.450,2017-06-21 11:30:39.150,entering
69463,0.0002011946144814,1230,2017-06-21 11:30:39.500,2017-06-21 11:30:45.650,leaving
69494,5.521766449365084e-05,1230,2017-06-21 11:30:46.600,2017-06-21 11:30:46.850,leaving
69670,0.0007367166803492,1230,2017-06-21 11:31:35.150,2017-06-21 11:33:39.050,leaving
70065,7.517247246624624e-05,1230,2017-06-21 11:33:39.300,2017-06-21 11:33:41.300,leaving
70077,2.837312975792888e-06,1230,2017-06-21 11:33:41.600,2017-06-21 11:33:42.900,NV
70086,5.0216004300073484e-06,1230,2017-06-21 11:33:43.400,2017-06-21 11:33:44.000,NV
70091,0.0092374288259899,1230,2017-06-21 11:33:44.350,2017-06-21 11:33:46.900,entering
70101,0.004194858597268,1230,2017-06-21 11:33:47.150,2017-06-21 11:33:53.100,entering
70133,0.0009265508098528,1230,2017-06-21 11:33:53.900,2017-06-21 11:34:03.450,NV
70184,0.0185772081351292,1230,2017-06-21 11:34:06.800,2017-06-21 11:34:08.800,NV
70198,1.7310713151982617e-06,1230,2017-06-21 11:34:09.200,2017-06-21 11:34:09.900,leaving
70204,0.000194792093882,1230,2017-06-21 11:34:10.000,2017-06-21 11:34:10.300,NV
70445,1.9467364341674288e-05,1230,2017-06-21 11:35:44.200,2017-06-21 11:35:44.400,leaving
70448,8.551254311662813e-07,1230,2017-06-21 11:35:46.100,2017-06-21 11:35:46.700,NV
70449,1.0908298690992525e-07,1230,2017-06-21 11:35:47.150,2017-06-21 11:35:47.350,entering
70450,6.306501821503238e-07,1230,2017-06-21 11:35:47.650,2017-06-21 11:35:47.750,entering
70452,0.0062721651047468,1230,2017-06-21 11:35:48.200,2017-06-21 11:35:48.250,entering
70455,5.442819366382947e-07,1230,2017-06-21 11:35:49.100,2017-06-21 11:35:50.900,NV
70458,8.729018014119562e-05,1230,2017-06-21 11:35:51.150,2017-06-21 11:36:16.500,NV
70496,0.011181059846137,1230,2017-06-21 11:36:16.600,2017-06-21 11:36:21.700,NV
70516,5.990230173566354e-05,1230,2017-06-21 11:36:27.200,2017-06-21 11:37:37.050,entering
70644,0.000120700445128,1230,2017-06-21 11:37:37.150,2017-06-21 11:37:37.900,entering
70650,0.0003416285833045,1230,2017-06-21 11:37:40.800,2017-06-21 11:40:01.250,NV
71011,0.0008275602505575,1230,2017-06-21 11:40:39.550,2017-06-21 11:41:16.000,entering
71100,1.254424660936243e-06,1230,2017-06-21 11:41:16.000,2017-06-21 11:41:18.400,NV
71108,0.0021813801583071,1230,2017-06-21 11:41:18.050,2017-06-21 11:41:27.950,leaving
71207,2.757217521555406e-07,1230,2017-06-21 11:41:51.000,2017-06-21 11:41:52.500,NV
71213,0.0007165363295539,1230,2017-06-21 11:41:52.800,2017-06-21 11:42:38.350,NV
71352,0.0001080847684588,1230,2017-06-21 11:42:50.450,2017-06-21 11:43:25.300,entering
71424,0.0013530582182524,1230,2017-06-21 11:43:25.600,2017-06-21 11:43:36.350,entering
71453,1.3649980170781023e-06,1230,2017-06-21 11:43:36.750,2017-06-21 11:43:37.700,NV
71512,0.0162717210927173,1230,2017-06-21 11:44:07.750,2017-06-21 11:44:33.450,entering
71574,2.2341500906248e-05,1230,2017-06-21 11:44:34.650,2017-06-21 11:44:56.950,entering
71642,0.0203655896938951,1230,2017-06-21 11:44:57.550,2017-06-21 11:45:01.900,entering
71661,0.001061655846241,1230,2017-06-21 11:45:08.750,2017-06-21 11:45:24.350,NV
71697,2.16665811623426e-07,1230,2017-06-21 11:45:25.150,2017-06-21 11:45:58.050,NV
71784,0.0021559932053595,1230,2017-06-21 11:45:58.350,2017-06-21 11:46:33.150,NV
71953,0.0002359234298611,1230,2017-06-21 11:47:01.750,2017-06-21 11:47:03.150,NV
71979,0.0006458005299044,1230,2017-06-21 11:47:07.100,2017-06-21 11:48:17.500,NV
72176,2.7621085505925923e-05,1230,2017-06-21 11:48:24.750,2017-06-21 11:49:25.900,entering
72373,0.001491829336133,1230,2017-06-21 11:49:27.400,2017-06-21 11:49:32.750,entering
72434,0.0026846073385649,1230,2017-06-21 11:49:49.150,2017-06-21 11:49:57.600,NV
72587,0.0001759525876686,1230,2017-06-21 11:50:28.900,2017-06-21 11:50:29.900,NV
72594,0.0011890120723611,1230,2017-06-21 11:50:30.200,2017-06-21 11:50:54.250,entering
72678,8.172183686149777e-05,1230,2017-06-21 11:50:54.750,2017-06-21 11:51:02.000,NV
72724,0.0001214782631524,1230,2017-06-21 11:51:06.400,2017-06-21 11:51:09.650,entering
72740,5.271589881115804e-05,1230,2017-06-21 11:51:09.900,2017-06-21 11:51:20.400,entering
72979,0.0002349623886304,1230,2017-06-21 11:52:44.350,2017-06-21 11:53:27.600,NV
73081,1.853291849438375e-05,1230,2017-06-21 11:53:28.350,2017-06-21 11:53:30.100,NV
73112,0.0066590768407478,1230,2017-06-21 11:53:51.250,2017-06-21 11:54:04.700,NV
73580,0.0022582371448605,1230,2017-06-21 11:56:31.750,2017-06-21 11:56:43.250,entering
73669,0.0186290584210333,1230,2017-06-21 11:57:10.300,2017-06-21 11:57:11.700,leaving
73672,0.0003800188341796,1230,2017-06-21 11:57:11.950,2017-06-21 11:57:13.600,leaving
73683,0.0006196073097136,1230,2017-06-21 11:57:14.250,2017-06-21 11:57:15.850,leaving
73699,0.0003248850754205,1230,2017-06-21 11:57:18.350,2017-06-21 11:57:38.150,leaving
73738,7.18394770266414e-05,1230,2017-06-21 11:57:38.400,2017-06-21 11:57:44.100,leaving
73776,0.0007092420449084,1230,2017-06-21 11:57:50.550,2017-06-21 11:58:29.500,NV
73879,6.110222247170688e-06,1230,2017-06-21 11:58:36.400,2017-06-21 11:58:52.250,entering
73909,0.0099279306045506,1230,2017-06-21 11:58:52.500,2017-06-21 11:59:10.450,entering
73961,0.0078277017167359,1230,2017-06-21 11:59:11.450,2017-06-21 11:59:13.050,leaving
73984,1.4870878088062269e-06,1230,2017-06-21 11:59:17.150,2017-06-21 11:59:48.300,entering
74087,0.0131811292484473,1230,2017-06-21 11:59:50.450,2017-06-21 11:59:53.150,leaving
74102,5.058149428064067e-05,1230,2017-06-21 11:59:58.500,2017-06-21 11:59:59.950,entering
74113,3.523114402604148e-06,1230,2017-06-21 12:00:00.000,2017-06-21 12:00:09.750,entering
74147,0.0020964546807885,1230,2017-06-21 12:00:14.800,2017-06-21 12:00:20.300,NV
74165,0.0022323181305971,1230,2017-06-21 12:00:20.500,2017-06-21 12:00:33.250,NV
74234,0.0023732044837023,1230,2017-06-21 12:00:33.550,2017-06-21 12:01:10.150,entering
74323,8.716510521235071e-07,1230,2017-06-21 12:01:10.450,2017-06-21 12:01:11.200,entering
74429,3.534343566838349e-06,1230,2017-06-21 12:01:50.900,2017-06-21 12:01:51.350,NV
74431,1.3160996330358344e-06,1230,2017-06-21 12:01:51.600,2017-06-21 12:02:01.100,NV
74469,0.0002180768787205,1230,2017-06-21 12:02:01.500,2017-06-21 12:02:11.150,entering
74505,2.9579652621688108e-05,1230,2017-06-21 12:02:11.400,2017-06-21 12:02:12.050,leaving
74518,9.749200210778716e-07,1230,2017-06-21 12:02:15.900,2017-06-21 12:02:19.650,NV
74528,3.997511132718825e-06,1230,2017-06-21 12:02:20.000,2017-06-21 12:02:38.000,entering
74580,1.6266077534379653e-08,1230,2017-06-21 12:02:37.750,2017-06-21 12:02:55.150,entering
74634,3.539761795382882e-06,1230,2017-06-21 12:02:55.400,2017-06-21 12:02:55.650,entering
74635,0.0009185794633804,1230,2017-06-21 12:02:56.050,2017-06-21 12:03:02.150,entering
74700,0.0009664688395207,1230,2017-06-21 12:03:18.900,2017-06-21 12:03:26.300,entering
74728,2.081938932521301e-06,1230,2017-06-21 12:03:26.600,2017-06-21 12:03:31.100,entering
74799,0.0012822147462956,1230,2017-06-21 12:03:43.700,2017-06-21 12:04:03.750,NV
74905,1.426893470738739e-05,1230,2017-06-21 12:04:21.350,2017-06-21 12:05:37.050,entering
75086,0.0005434869653016,1230,2017-06-21 12:05:37.800,2017-06-21 12:05:38.800,entering
75090,1.8465581064219805e-08,1230,2017-06-21 12:05:39.050,2017-06-21 12:05:39.100,entering
75093,2.186262668620505e-05,1230,2017-06-21 12:05:39.450,2017-06-21 12:05:40.000,entering
75122,0.0001161407467117,1230,2017-06-21 12:05:42.250,2017-06-21 12:05:43.750,entering
75145,1.0328655420721589e-05,1230,2017-06-21 12:05:53.950,2017-06-21 12:05:54.100,entering
75147,1.6459337387061434e-06,1230,2017-06-21 12:05:54.550,2017-06-21 12:05:58.800,NV
75160,2.7300522901136643e-11,1230,2017-06-21 12:05:59.100,2017-06-21 12:05:59.400,NV
75162,2.838849968704553e-08,1230,2017-06-21 12:05:59.700,2017-06-21 12:05:59.900,entering
75165,3.342354675307191e-11,1230,2017-06-21 12:06:00.250,2017-06-21 12:06:00.500,NV
75178,1.0016920135364892e-08,1230,2017-06-21 12:06:02.050,2017-06-21 12:06:05.600,NV
75203,5.307249054630359e-07,1230,2017-06-21 12:06:06.000,2017-06-21 12:06:24.350,NV
75271,0.0021539237203707,1230,2017-06-21 12:06:24.600,2017-06-21 12:06:30.800,entering
75299,0.0012043179034534,1230,2017-06-21 12:06:31.050,2017-06-21 12:06:32.150,entering
75515,9.435963789607768e-05,1230,2017-06-21 12:07:53.200,2017-06-21 12:07:56.050,NV
75520,0.0016114111291014,1230,2017-06-21 12:07:56.650,2017-06-21 12:08:31.400,NV
75919,0.2280642716622954,1230,2017-06-21 12:10:30.450,2017-06-21 12:10:31.000,NV
75923,0.0019578306275121,1230,2017-06-21 12:10:31.350,2017-06-21 12:10:31.550,leaving
75925,0.0431791061717956,1230,2017-06-21 12:10:31.800,2017-06-21 12:10:40.450,entering
75962,0.0032768604768172,1230,2017-06-21 12:10:43.450,2017-06-21 12:10:44.350,leaving
75966,1.9346220117459146e-06,1230,2017-06-21 12:10:44.400,2017-06-21 12:10:45.350,leaving
75970,0.0003379168035314,1230,2017-06-21 12:10:45.400,2017-06-21 12:10:46.450,leaving
75978,3.915591769081952e-05,1230,2017-06-21 12:10:47.300,2017-06-21 12:10:48.850,NV
76031,2.225560548542021e-05,1230,2017-06-21 12:11:08.650,2017-06-21 12:12:12.550,entering
76259,0.0003138306351443,1230,2017-06-21 12:12:12.800,2017-06-21 12:12:31.450,NV
76307,0.0654768727227195,1230,2017-06-21 12:12:33.950,2017-06-21 12:12:35.950,leaving
76330,2.432851340034771e-05,1230,2017-06-21 12:12:44.000,2017-06-21 12:13:28.500,NV
76443,0.0964140955300812,1230,2017-06-21 12:13:28.800,2017-06-21 12:13:29.100,NV
76447,0.0001908266299492,1230,2017-06-21 12:13:29.200,2017-06-21 12:13:50.950,NV
76508,0.0016422404670088,1230,2017-06-21 12:13:54.750,2017-06-21 12:14:25.450,entering
76552,0.0012300564517993,1230,2017-06-21 12:14:25.950,2017-06-21 12:14:30.900,entering
76573,0.0257272531425743,1230,2017-06-21 12:14:37.750,2017-06-21 12:14:40.050,leaving
76579,2.865302634689941e-07,1230,2017-06-21 12:14:40.450,2017-06-21 12:14:41.850,leaving
76586,2.8603559425253217e-07,1230,2017-06-21 12:14:42.150,2017-06-21 12:14:46.150,leaving
76602,0.0206524364160867,1230,2017-06-21 12:14:48.700,2017-06-21 12:15:16.750,NV
76817,1.0714981096970003e-05,1230,2017-06-21 12:15:53.950,2017-06-21 12:16:29.750,NV
76925,5.315912661547556e-05,1230,2017-06-21 12:16:42.700,2017-06-21 12:16:51.400,entering
76937,6.498088581983208e-06,1230,2017-06-21 12:16:51.500,2017-06-21 12:16:52.300,entering
76959,0.0001396982414138,1230,2017-06-21 12:16:56.550,2017-06-21 12:17:24.350,NV
77037,9.068122506006774e-05,1230,2017-06-21 12:17:24.600,2017-06-21 12:17:41.450,NV
77108,0.0001901653005734,1230,2017-06-21 12:17:45.200,2017-06-21 12:17:46.550,NV
77132,2.499661935773112e-11,1230,2017-06-21 12:17:53.100,2017-06-21 12:17:53.150,leaving
77133,0.0006092244496295,1230,2017-06-21 12:17:53.450,2017-06-21 12:18:24.500,entering
77204,0.0114792443384426,1230,2017-06-21 12:18:28.350,2017-06-21 12:18:29.400,leaving
77579,1.494185357286959e-05,1230,2017-06-21 12:20:38.600,2017-06-21 12:20:38.950,NV
77583,6.346132641589791e-06,1230,2017-06-21 12:20:39.300,2017-06-21 12:20:53.600,entering
77611,0.0005900987678292,1230,2017-06-21 12:20:53.600,2017-06-21 12:22:35.050,entering
77814,4.253302151071497e-06,1230,2017-06-21 12:22:35.550,2017-06-21 12:22:35.950,NV
77815,0.0003208691600875,1230,2017-06-21 12:22:36.500,2017-06-21 12:22:37.750,leaving
77843,0.0386796562552516,1230,2017-06-21 12:22:58.800,2017-06-21 12:23:00.200,NV
77846,0.0126402322623465,1230,2017-06-21 12:23:00.350,2017-06-21 12:23:21.950,NV
77890,0.0025584684906572,1230,2017-06-21 12:23:22.300,2017-06-21 12:23:27.950,NV
77910,0.0013309802611936,1230,2017-06-21 12:23:28.100,2017-06-21 12:23:59.950,entering
77983,0.0003182812768223,1230,2017-06-21 12:24:04.000,2017-06-21 12:24:05.350,leaving
78028,9.055777411208912e-05,1230,2017-06-21 12:24:26.550,2017-06-21 12:24:58.550,entering
78090,1.245972709580066e-07,1230,2017-06-21 12:24:59.100,2017-06-21 12:25:00.450,entering
78096,0.0001754069878604,1230,2017-06-21 12:25:00.700,2017-06-21 12:25:27.350,entering
78286,0.0014833796666416,1230,2017-06-21 12:26:17.750,2017-06-21 12:26:39.300,entering
78334,3.7623086263392855e-08,1230,2017-06-21 12:26:39.600,2017-06-21 12:26:50.750,entering
78365,0.0002212323220553,1230,2017-06-21 12:26:51.850,2017-06-21 12:27:05.150,entering
78408,0.020924307863022,1230,2017-06-21 12:27:11.800,2017-06-21 12:27:12.800,NV
78411,7.079983396684726e-05,1230,2017-06-21 12:27:13.000,2017-06-21 12:27:13.750,NV
78412,4.160539265707511e-05,1230,2017-06-21 12:27:14.050,2017-06-21 12:27:15.850,NV
78425,0.0157896078976086,1230,2017-06-21 12:27:24.650,2017-06-21 12:27:26.350,leaving
78441,0.0029992042315437,1230,2017-06-21 12:27:33.800,2017-06-21 12:27:56.750,entering
78520,4.6710296313765786e-05,1230,2017-06-21 12:28:02.000,2017-06-21 12:28:07.250,leaving
78596,5.016760003785053e-06,1230,2017-06-21 12:28:30.050,2017-06-21 12:29:10.550,entering
78697,0.0001146293743437,1230,2017-06-21 12:29:10.600,2017-06-21 12:29:42.550,entering
78849,0.005841032701196,1230,2017-06-21 12:29:50.550,2017-06-21 12:30:03.650,entering
78882,5.068157471500568e-07,1230,2017-06-21 12:30:04.150,2017-06-21 12:30:08.550,entering
78908,0.0001262073678145,1230,2017-06-21 12:30:15.850,2017-06-21 12:30:16.850,NV
78915,0.0012746672732401,1230,2017-06-21 12:30:17.400,2017-06-21 12:30:18.150,NV
78917,0.0034592089451644,1230,2017-06-21 12:30:18.550,2017-06-21 12:30:20.900,entering
78926,8.34355454409407e-05,1230,2017-06-21 12:30:20.850,2017-06-21 12:30:25.800,entering
78942,0.000514152799371,1230,2017-06-21 12:30:26.550,2017-06-21 12:30:36.150,NV
78970,0.0001697091013943,1230,2017-06-21 12:30:36.400,2017-06-21 12:30:43.150,NV
79016,0.1149207651390993,1230,2017-06-21 12:30:56.450,2017-06-21 12:30:56.750,NV
79017,9.077123065166672e-06,1230,2017-06-21 12:30:57.000,2017-06-21 12:31:06.150,NV
79058,6.698522544149201e-09,1230,2017-06-21 12:31:06.650,2017-06-21 12:31:07.050,NV
79060,7.238188845803961e-05,1230,2017-06-21 12:31:07.300,2017-06-21 12:31:07.350,leaving
79064,0.0002772491725007,1230,2017-06-21 12:31:07.600,2017-06-21 12:31:08.500,NV
79088,0.0005792342986469,1230,2017-06-21 12:31:13.000,2017-06-21 12:31:42.650,entering
79151,0.0001039502105962,1230,2017-06-21 12:31:42.950,2017-06-21 12:31:43.750,entering
79157,2.9838852085480503e-06,1230,2017-06-21 12:31:44.650,2017-06-21 12:31:44.750,entering
79160,0.0002151269699343,1230,2017-06-21 12:31:46.200,2017-06-21 12:31:50.200,entering
79178,4.083166876019581e-05,1230,2017-06-21 12:31:50.450,2017-06-21 12:31:50.700,NV
79201,0.0016355904213312,1230,2017-06-21 12:31:55.850,2017-06-21 12:32:07.250,entering
79255,0.0006970615509069,1230,2017-06-21 12:32:07.650,2017-06-21 12:32:09.100,NV
