index,pollen_score,tagid,starttime,endtime,event
1784553,0.8425938541939239,1797,2017-06-28 11:07:01.700,2017-06-28 11:07:06.100,entering
1811929,2.767904894994319e-05,1797,2017-06-28 12:26:09.000,2017-06-28 12:27:27.400,entering
1879080,0.0015318060239642,1797,2017-06-28 15:14:35.150,2017-06-28 15:14:35.800,leaving
56734,0.2586932823100748,508,2017-06-21 10:20:14.450,2017-06-21 10:20:15.150,NV
76731,0.0365062068812196,508,2017-06-21 12:15:24.200,2017-06-21 12:15:25.750,entering
76739,0.2676129798783222,508,2017-06-21 12:15:25.800,2017-06-21 12:15:25.950,entering
267452,0.1919887204906748,508,2017-06-22 10:18:31.050,2017-06-22 10:18:31.600,entering
267458,0.1841280894819647,508,2017-06-22 10:18:31.650,2017-06-22 10:18:31.850,entering
272334,0.0115740265028335,508,2017-06-22 10:39:15.450,2017-06-22 10:39:17.850,entering
293072,3.3996309866779484e-05,508,2017-06-22 12:03:11.500,2017-06-22 12:03:11.650,entering
293073,0.0984071123620937,508,2017-06-22 12:03:11.700,2017-06-22 12:03:12.050,entering
468520,1.9166905985912308e-05,508,2017-06-23 09:56:06.900,2017-06-23 09:56:06.950,entering
468522,0.0015189561471581,508,2017-06-23 09:56:07.000,2017-06-23 09:56:07.350,entering
505579,0.0560065085409862,508,2017-06-23 12:02:08.550,2017-06-23 12:02:09.300,leaving
654847,0.0383130170489115,508,2017-06-24 08:10:44.650,2017-06-24 08:10:44.900,leaving
726644,4.258958142600022e-05,508,2017-06-24 11:04:18.550,2017-06-24 11:04:18.600,entering
726646,0.0309500059061625,508,2017-06-24 11:04:18.650,2017-06-24 11:04:20.150,entering
738697,0.0894843952342512,508,2017-06-24 11:53:37.300,2017-06-24 11:53:38.450,entering
872105,0.0531189183987617,508,2017-06-24 16:59:30.700,2017-06-24 16:59:31.950,entering
930323,0.0020220093686219,508,2017-06-25 08:40:28.800,2017-06-25 08:40:29.750,leaving
959755,9.139039985287672e-08,508,2017-06-25 09:36:36.950,2017-06-25 09:36:37.100,entering
959758,0.0001773840823204,508,2017-06-25 09:36:37.150,2017-06-25 09:36:37.350,entering
1020456,0.0835002623793996,508,2017-06-25 10:51:03.850,2017-06-25 10:51:04.400,leaving
1020463,0.0001281243377283,508,2017-06-25 10:51:04.450,2017-06-25 10:51:06.150,NV
1062201,9.812033561073208e-05,508,2017-06-25 12:29:59.500,2017-06-25 12:30:00.450,entering
1062210,0.4441374326124787,508,2017-06-25 12:30:00.500,2017-06-25 12:30:00.800,entering
1122601,0.0002657226232312,508,2017-06-25 15:53:50.350,2017-06-25 15:54:08.050,entering
1122699,6.38398170686877e-06,508,2017-06-25 15:54:08.200,2017-06-25 15:54:09.450,NV
1176237,0.0034779876637681,508,2017-06-26 08:00:17.300,2017-06-26 08:00:17.800,entering
1180966,0.096656331914003,508,2017-06-26 08:23:00.800,2017-06-26 08:23:01.450,leaving
1187026,4.2833115488846726e-08,508,2017-06-26 08:50:56.300,2017-06-26 08:50:56.500,entering
1193030,0.0990119952766974,508,2017-06-26 09:15:54.650,2017-06-26 09:15:54.800,leaving
1242812,0.0453976262670039,508,2017-06-26 12:40:35.850,2017-06-26 12:40:36.000,entering
1355091,0.0926469072559968,508,2017-06-26 16:53:01.300,2017-06-26 16:53:01.750,leaving
1488449,0.0311639152722793,508,2017-06-27 08:55:43.500,2017-06-27 08:55:43.850,leaving
1516038,4.242399843784606e-07,508,2017-06-27 09:35:44.500,2017-06-27 09:35:44.650,entering
1516039,0.1192394872217312,508,2017-06-27 09:35:44.700,2017-06-27 09:35:45.000,entering
1516750,0.0102201038338876,508,2017-06-27 09:37:19.850,2017-06-27 09:37:20.050,leaving
1535740,1.6527217667317018e-05,508,2017-06-27 10:10:18.100,2017-06-27 10:10:18.150,leaving
1535746,0.2351928809657693,508,2017-06-27 10:10:18.300,2017-06-27 10:10:18.400,leaving
1535748,0.0002981336658649,508,2017-06-27 10:10:18.450,2017-06-27 10:10:18.600,leaving
1535749,0.0038727174303119,508,2017-06-27 10:10:18.650,2017-06-27 10:10:18.800,leaving
1536257,0.2490770024137418,508,2017-06-27 10:11:22.000,2017-06-27 10:11:22.150,leaving
1536263,9.60487295742496e-06,508,2017-06-27 10:11:22.450,2017-06-27 10:11:22.550,leaving
1562545,6.611921871050679e-05,508,2017-06-27 11:30:23.050,2017-06-27 11:30:23.150,entering
1562546,0.132314813723724,508,2017-06-27 11:30:23.200,2017-06-27 11:30:23.500,entering
1562549,0.251669954918907,508,2017-06-27 11:30:23.550,2017-06-27 11:30:23.750,entering
1563351,3.752210200705771e-05,508,2017-06-27 11:32:55.200,2017-06-27 11:32:55.500,NV
1563357,0.0017468799172396,508,2017-06-27 11:32:55.850,2017-06-27 11:32:55.950,leaving
1594657,0.1851952283601955,508,2017-06-27 13:08:48.100,2017-06-27 13:08:48.200,entering
1594659,0.0414097942404635,508,2017-06-27 13:08:48.250,2017-06-27 13:08:48.600,entering
1617477,0.0002026414361182,508,2017-06-27 13:56:00.050,2017-06-27 13:56:00.150,leaving
1617479,0.0046007605269551,508,2017-06-27 13:56:00.200,2017-06-27 13:56:00.300,leaving
1617481,0.0809283030146603,508,2017-06-27 13:56:00.350,2017-06-27 13:56:00.800,leaving
1629111,0.0462335806215177,508,2017-06-27 14:38:17.200,2017-06-27 14:38:18.500,entering
1741788,1.0434349178467528e-05,508,2017-06-28 09:16:19.800,2017-06-28 09:16:19.950,entering
1741793,2.2781721175609462e-05,508,2017-06-28 09:16:20.250,2017-06-28 09:16:20.350,entering
1743151,0.0244373995810747,508,2017-06-28 09:19:15.500,2017-06-28 09:19:15.550,entering
1743154,2.938454588274908e-05,508,2017-06-28 09:19:15.700,2017-06-28 09:19:16.000,entering
1768216,0.0070941564201414,508,2017-06-28 10:22:40.000,2017-06-28 10:22:51.750,entering
1768231,0.0159604221386847,508,2017-06-28 10:22:45.400,2017-06-28 10:22:46.900,entering
1822936,0.0063140124904018,508,2017-06-28 13:03:25.400,2017-06-28 13:03:26.050,entering
1822943,0.0369787874570151,508,2017-06-28 13:03:26.400,2017-06-28 13:03:26.900,entering
63315,0.0092098477175325,515,2017-06-21 10:59:09.650,2017-06-21 10:59:13.200,NV
63329,0.000481689041181,515,2017-06-21 10:59:13.600,2017-06-21 10:59:15.700,NV
63426,0.0001209010813832,515,2017-06-21 10:59:44.500,2017-06-21 10:59:56.800,entering
63506,0.0158835515847226,515,2017-06-21 11:00:03.450,2017-06-21 11:00:05.750,leaving
63549,3.932799782230884e-05,515,2017-06-21 11:00:17.200,2017-06-21 11:00:17.600,NV
63670,0.0262240697291524,515,2017-06-21 11:01:06.200,2017-06-21 11:01:09.150,entering
63679,7.1648753027636885e-06,515,2017-06-21 11:01:09.400,2017-06-21 11:01:12.300,entering
63689,8.383724666536767e-05,515,2017-06-21 11:01:13.050,2017-06-21 11:01:16.750,entering
64099,7.840465914608899e-05,515,2017-06-21 11:02:41.250,2017-06-21 11:02:45.700,NV
86075,0.011213950555411,515,2017-06-21 13:16:06.250,2017-06-21 13:16:07.350,leaving
86081,0.002377652691589,515,2017-06-21 13:16:07.650,2017-06-21 13:16:08.300,leaving
177279,0.0002565186305503,515,2017-06-21 16:49:34.900,2017-06-21 16:49:35.050,entering
208291,0.0646738631252448,515,2017-06-21 17:55:31.650,2017-06-21 17:55:31.900,entering
319485,0.0002383577278166,515,2017-06-22 14:02:29.100,2017-06-22 14:02:29.450,leaving
320245,0.0002528596876301,515,2017-06-22 14:05:19.500,2017-06-22 14:05:21.050,leaving
322689,0.0091370309546719,515,2017-06-22 14:12:54.850,2017-06-22 14:12:56.150,leaving
346055,0.3278830218422323,515,2017-06-22 15:17:37.350,2017-06-22 15:17:38.050,entering
414404,0.0740709532401524,515,2017-06-22 17:23:15.650,2017-06-22 17:23:15.800,entering
414405,0.0450469154105424,515,2017-06-22 17:23:15.850,2017-06-22 17:23:16.100,entering
416593,0.0055104993853384,515,2017-06-22 17:27:37.650,2017-06-22 17:27:38.200,leaving
538565,0.0740535811171044,515,2017-06-23 14:19:12.800,2017-06-23 14:19:13.950,leaving
538571,0.0017285458397329,515,2017-06-23 14:19:14.200,2017-06-23 14:19:16.150,entering
538583,0.0037351355832435,515,2017-06-23 14:19:20.600,2017-06-23 14:19:22.350,leaving
538593,0.0011229945416576,515,2017-06-23 14:19:22.900,2017-06-23 14:19:33.700,entering
538649,0.0003466220872898,515,2017-06-23 14:19:41.550,2017-06-23 14:19:43.400,leaving
538818,2.393438232586477e-05,515,2017-06-23 14:20:30.700,2017-06-23 14:20:31.950,NV
538830,0.0023802771213268,515,2017-06-23 14:20:33.050,2017-06-23 14:20:34.600,entering
538843,0.0210724645243857,515,2017-06-23 14:20:35.750,2017-06-23 14:20:40.000,leaving
538860,6.365089015680889e-05,515,2017-06-23 14:20:42.950,2017-06-23 14:22:39.700,entering
539582,0.0002550094509481,515,2017-06-23 14:23:54.650,2017-06-23 14:23:55.550,leaving
539614,0.0050059117501946,515,2017-06-23 14:23:58.900,2017-06-23 14:24:15.150,entering
539686,0.0256460171000329,515,2017-06-23 14:24:18.500,2017-06-23 14:24:20.600,leaving
539700,0.0236665597553988,515,2017-06-23 14:24:21.550,2017-06-23 14:24:25.300,leaving
539740,0.039407276023364,515,2017-06-23 14:24:28.600,2017-06-23 14:24:29.900,NV
539749,2.8672257142551307e-05,515,2017-06-23 14:24:30.150,2017-06-23 14:24:31.300,NV
539753,0.0003582762270729,515,2017-06-23 14:24:31.400,2017-06-23 14:24:32.500,NV
539787,0.0002352364768102,515,2017-06-23 14:24:44.350,2017-06-23 14:24:44.900,leaving
539799,0.0149498023268355,515,2017-06-23 14:24:45.750,2017-06-23 14:24:47.000,leaving
712992,0.0069821034123017,515,2017-06-24 10:22:33.100,2017-06-24 10:22:34.300,entering
797854,0.0314125206912079,515,2017-06-24 15:32:05.950,2017-06-24 15:32:06.700,leaving
1233919,3.600742686931764e-05,515,2017-06-26 12:00:25.400,2017-06-26 12:00:26.000,entering
1292649,0.0004391916809254,515,2017-06-26 15:06:31.700,2017-06-26 15:06:31.850,leaving
1292662,7.861849663527258e-06,515,2017-06-26 15:06:32.700,2017-06-26 15:06:36.300,NV
1463237,0.0057517771231206,515,2017-06-27 08:03:08.100,2017-06-27 08:03:08.600,leaving
1511562,0.0888560412628737,515,2017-06-27 09:28:04.850,2017-06-27 09:28:05.500,leaving
1606807,0.1355842104555051,515,2017-06-27 13:24:25.250,2017-06-27 13:24:25.600,entering
1606813,0.1023333758507462,515,2017-06-27 13:24:25.850,2017-06-27 13:24:26.600,entering
1606854,7.295008344954112e-06,515,2017-06-27 13:24:31.550,2017-06-27 13:24:31.600,entering
1606865,0.0044767511077662,515,2017-06-27 13:24:32.350,2017-06-27 13:24:33.000,NV
1667775,0.0416455943247414,515,2017-06-27 16:32:27.650,2017-06-27 16:32:28.300,entering
1740878,3.365816635536589e-05,515,2017-06-28 09:14:22.450,2017-06-28 09:14:22.600,entering
1740879,0.0002439156743916,515,2017-06-28 09:14:22.650,2017-06-28 09:14:23.000,entering
65888,0.0071059855450377,1698,2017-06-21 11:12:35.150,2017-06-21 11:12:38.350,NV
65900,0.0192796006518381,1698,2017-06-21 11:12:38.700,2017-06-21 11:12:39.850,NV
65962,1.4715915704824624e-07,1698,2017-06-21 11:13:02.550,2017-06-21 11:13:08.700,entering
65988,1.112317510638832e-05,1698,2017-06-21 11:13:08.950,2017-06-21 11:13:14.400,entering
66037,0.0001446985729583,1698,2017-06-21 11:13:25.700,2017-06-21 11:13:27.900,leaving
66046,6.196509390126534e-05,1698,2017-06-21 11:13:29.200,2017-06-21 11:13:31.750,NV
66052,8.05200834440807e-05,1698,2017-06-21 11:13:32.150,2017-06-21 11:13:46.850,entering
66224,0.0149987784047054,1698,2017-06-21 11:14:10.250,2017-06-21 11:14:13.550,leaving
66243,9.383490015197889e-06,1698,2017-06-21 11:14:14.350,2017-06-21 11:14:35.600,entering
66330,1.3230586445292773e-05,1698,2017-06-21 11:14:46.300,2017-06-21 11:14:48.350,leaving
66333,0.0013375344847485,1698,2017-06-21 11:14:48.450,2017-06-21 11:14:58.350,leaving
66357,1.8399691295468757e-06,1698,2017-06-21 11:15:01.950,2017-06-21 11:15:06.600,NV
66377,0.000307576618871,1698,2017-06-21 11:15:06.650,2017-06-21 11:16:02.850,entering
66584,0.0113748221598453,1698,2017-06-21 11:16:20.950,2017-06-21 11:16:27.300,leaving
66797,3.291148624843518e-05,1698,2017-06-21 11:17:03.350,2017-06-21 11:17:12.800,entering
66867,0.0025039751308142,1698,2017-06-21 11:17:16.950,2017-06-21 11:17:17.100,leaving
66869,0.0005669408395721,1698,2017-06-21 11:17:17.150,2017-06-21 11:17:18.400,leaving
66887,0.0002013335713431,1698,2017-06-21 11:17:24.850,2017-06-21 11:17:27.950,leaving
66896,3.6659552432789324e-10,1698,2017-06-21 11:17:28.300,2017-06-21 11:17:29.250,entering
66898,2.400171476408941e-15,1698,2017-06-21 11:17:29.500,2017-06-21 11:17:29.600,entering
66901,0.0023801594144394,1698,2017-06-21 11:17:29.900,2017-06-21 11:17:35.400,entering
66925,1.4433313578537711e-05,1698,2017-06-21 11:17:37.950,2017-06-21 11:17:41.100,leaving
66989,0.0002340917537218,1698,2017-06-21 11:17:47.100,2017-06-21 11:18:01.150,entering
67074,0.000435953162777,1698,2017-06-21 11:18:12.400,2017-06-21 11:18:20.350,leaving
67103,0.0108211462696393,1698,2017-06-21 11:18:23.000,2017-06-21 11:18:23.100,entering
67108,8.1964247805059e-06,1698,2017-06-21 11:18:23.500,2017-06-21 11:18:26.300,NV
67129,1.042732046978687e-05,1698,2017-06-21 11:18:26.800,2017-06-21 11:18:29.200,NV
67133,4.355722519290607e-06,1698,2017-06-21 11:18:29.450,2017-06-21 11:18:44.100,entering
67278,2.3566765434518768e-05,1698,2017-06-21 11:19:04.850,2017-06-21 11:19:05.800,NV
67289,0.0014336813640381,1698,2017-06-21 11:19:06.150,2017-06-21 11:19:06.450,NV
67293,4.565093331173754e-05,1698,2017-06-21 11:19:07.350,2017-06-21 11:19:09.300,leaving
67398,4.4465872284144335e-06,1698,2017-06-21 11:19:27.050,2017-06-21 11:19:38.050,entering
67506,0.0002020668720835,1698,2017-06-21 11:20:03.250,2017-06-21 11:20:06.650,leaving
67517,0.0002952499291485,1698,2017-06-21 11:20:06.650,2017-06-21 11:20:09.700,leaving
67528,2.0152677386036965e-06,1698,2017-06-21 11:20:09.700,2017-06-21 11:20:10.800,leaving
67542,0.0065992488525807,1698,2017-06-21 11:20:12.350,2017-06-21 11:20:12.400,leaving
67544,7.3778497103936925e-06,1698,2017-06-21 11:20:12.800,2017-06-21 11:20:13.450,NV
67549,1.007016856574426e-05,1698,2017-06-21 11:20:14.500,2017-06-21 11:20:15.600,NV
67555,1.1448334503760939e-07,1698,2017-06-21 11:20:15.850,2017-06-21 11:20:16.550,NV
67557,6.663886686463718e-07,1698,2017-06-21 11:20:16.950,2017-06-21 11:20:18.650,NV
67567,0.0011998758331465,1698,2017-06-21 11:20:20.150,2017-06-21 11:20:20.850,NV
67571,0.0116333816942011,1698,2017-06-21 11:20:21.100,2017-06-21 11:20:35.400,entering
67620,0.0439546243885947,1698,2017-06-21 11:20:41.850,2017-06-21 11:20:44.950,leaving
67654,0.0001731742468757,1698,2017-06-21 11:20:55.100,2017-06-21 11:20:59.300,entering
67672,0.0040540870523681,1698,2017-06-21 11:20:59.750,2017-06-21 11:21:02.050,entering
67866,0.0001520199284673,1698,2017-06-21 11:21:57.950,2017-06-21 11:21:58.300,entering
67869,0.0587268615251842,1698,2017-06-21 11:21:58.350,2017-06-21 11:21:58.650,entering
67904,0.000335319342403,1698,2017-06-21 11:22:09.350,2017-06-21 11:22:11.100,NV
96803,4.332340067163055e-06,1698,2017-06-21 13:54:55.100,2017-06-21 13:54:57.600,NV
96821,0.0036604532554317,1698,2017-06-21 13:54:57.850,2017-06-21 13:54:59.800,leaving
96858,5.6495102076652e-05,1698,2017-06-21 13:55:01.700,2017-06-21 13:55:02.600,leaving
96875,1.7035818566218411e-06,1698,2017-06-21 13:55:04.950,2017-06-21 13:55:07.650,leaving
96902,2.3178004737040012e-05,1698,2017-06-21 13:55:08.050,2017-06-21 13:55:08.250,entering
96904,9.003870039056154e-06,1698,2017-06-21 13:55:08.350,2017-06-21 13:55:15.250,entering
172340,0.0003562454266827,1698,2017-06-21 16:39:44.900,2017-06-21 16:39:50.150,leaving
172395,1.390797709407051e-07,1698,2017-06-21 16:39:50.650,2017-06-21 16:39:50.900,leaving
172404,0.0048056827573507,1698,2017-06-21 16:39:51.050,2017-06-21 16:39:51.850,leaving
172424,0.0001432347382046,1698,2017-06-21 16:39:53.650,2017-06-21 16:40:11.600,entering
172650,0.036746983626239,1698,2017-06-21 16:40:21.950,2017-06-21 16:40:22.300,leaving
172656,7.145210801697391e-05,1698,2017-06-21 16:40:22.400,2017-06-21 16:40:25.100,leaving
172689,2.2528568483635625e-05,1698,2017-06-21 16:40:26.100,2017-06-21 16:40:28.000,NV
172714,1.3335048118226463e-05,1698,2017-06-21 16:40:28.500,2017-06-21 16:40:39.350,entering
172823,1.814971125061992e-06,1698,2017-06-21 16:40:39.600,2017-06-21 16:40:42.300,NV
172950,0.0004217720572641,1698,2017-06-21 16:40:53.150,2017-06-21 16:40:53.950,leaving
172961,0.0027861724083252,1698,2017-06-21 16:40:54.050,2017-06-21 16:40:54.600,NV
172998,0.0059472894193985,1698,2017-06-21 16:40:59.550,2017-06-21 16:41:06.600,entering
173168,2.0721319932211674e-05,1698,2017-06-21 16:41:18.300,2017-06-21 16:41:18.400,entering
173205,4.8768831668293286e-05,1698,2017-06-21 16:41:21.100,2017-06-21 16:41:23.600,leaving
173471,0.0028366102265799,1698,2017-06-21 16:41:47.050,2017-06-21 16:41:49.350,entering
173492,0.015936309325692,1698,2017-06-21 16:41:49.400,2017-06-21 16:41:55.500,entering
173579,0.0267146456520695,1698,2017-06-21 16:42:04.650,2017-06-21 16:42:06.400,leaving
173642,2.147318409104802e-07,1698,2017-06-21 16:42:12.650,2017-06-21 16:42:14.000,NV
173653,0.0001675739523879,1698,2017-06-21 16:42:14.650,2017-06-21 16:42:17.450,entering
173684,0.000992729751774,1698,2017-06-21 16:42:17.650,2017-06-21 16:42:19.200,entering
173702,6.884595349124461e-08,1698,2017-06-21 16:42:20.050,2017-06-21 16:42:20.150,entering
173719,4.7233918453826774e-07,1698,2017-06-21 16:42:21.000,2017-06-21 16:42:21.650,entering
173727,2.665020808006037e-05,1698,2017-06-21 16:42:22.050,2017-06-21 16:42:28.050,entering
173837,4.760118901160909e-05,1698,2017-06-21 16:42:41.250,2017-06-21 16:42:48.950,leaving
173893,1.7191534809237852e-05,1698,2017-06-21 16:42:49.250,2017-06-21 16:42:53.000,leaving
173935,4.730728119553078e-07,1698,2017-06-21 16:42:57.350,2017-06-21 16:43:00.950,leaving
173961,1.343362556527665e-05,1698,2017-06-21 16:43:01.650,2017-06-21 16:43:13.850,entering
174045,9.019405931215544e-06,1698,2017-06-21 16:43:14.100,2017-06-21 16:43:14.600,entering
174049,0.019249177365354,1698,2017-06-21 16:43:14.650,2017-06-21 16:43:17.200,entering
174105,7.780431716062507e-07,1698,2017-06-21 16:43:23.250,2017-06-21 16:43:25.900,leaving
174136,0.1510436020427619,1698,2017-06-21 16:43:27.500,2017-06-21 16:43:27.750,NV
174145,1.837278703352686e-05,1698,2017-06-21 16:43:28.600,2017-06-21 16:43:32.450,entering
174181,0.0002380710029417,1698,2017-06-21 16:43:32.500,2017-06-21 16:43:33.000,entering
174185,5.76811265886853e-06,1698,2017-06-21 16:43:33.350,2017-06-21 16:43:35.250,entering
174240,0.003092499520825,1698,2017-06-21 16:43:38.750,2017-06-21 16:43:42.300,entering
174277,3.228195113003096e-07,1698,2017-06-21 16:43:42.600,2017-06-21 16:43:42.800,entering
174292,6.065847600534498e-06,1698,2017-06-21 16:43:43.250,2017-06-21 16:43:47.700,entering
175829,0.0026722388748045,1698,2017-06-21 16:46:56.650,2017-06-21 16:46:58.800,leaving
175947,0.0430909160830306,1698,2017-06-21 16:47:14.250,2017-06-21 16:47:17.200,entering
188274,0.0088034499931131,1698,2017-06-21 17:12:32.500,2017-06-21 17:12:32.600,entering
188276,1.7328000986339964e-08,1698,2017-06-21 17:12:32.650,2017-06-21 17:12:33.000,entering
194555,0.000483803017024,1698,2017-06-21 17:23:28.600,2017-06-21 17:23:29.800,leaving
194930,0.0019208690415631,1698,2017-06-21 17:24:12.400,2017-06-21 17:24:19.850,entering
195296,3.295945231163687e-07,1698,2017-06-21 17:24:47.000,2017-06-21 17:24:47.750,leaving
195312,1.0512700580950141e-08,1698,2017-06-21 17:24:48.050,2017-06-21 17:24:50.000,leaving
195344,2.057393591647611e-07,1698,2017-06-21 17:24:50.750,2017-06-21 17:24:51.600,leaving
195370,0.0275031432663509,1698,2017-06-21 17:24:53.250,2017-06-21 17:24:53.350,leaving
195375,1.788641796113392e-05,1698,2017-06-21 17:24:53.450,2017-06-21 17:24:53.950,NV
195414,0.0002067908239968,1698,2017-06-21 17:24:58.800,2017-06-21 17:25:01.600,entering
195464,0.0093534761094874,1698,2017-06-21 17:25:02.050,2017-06-21 17:25:07.350,entering
195823,1.798134670524105e-05,1698,2017-06-21 17:25:44.250,2017-06-21 17:25:47.350,leaving
195850,9.226380955847564e-05,1698,2017-06-21 17:25:47.850,2017-06-21 17:25:48.400,NV
195868,0.0092714320344384,1698,2017-06-21 17:25:48.850,2017-06-21 17:25:49.000,leaving
195930,0.0001005288549965,1698,2017-06-21 17:25:53.300,2017-06-21 17:26:00.100,entering
196009,7.750201322755323e-06,1698,2017-06-21 17:26:00.400,2017-06-21 17:26:01.500,NV
196430,0.0273504872019737,1698,2017-06-21 17:26:52.650,2017-06-21 17:26:52.900,NV
196438,3.4987536424047755e-08,1698,2017-06-21 17:26:53.250,2017-06-21 17:26:53.600,NV
196449,9.667986590799263e-05,1698,2017-06-21 17:26:53.850,2017-06-21 17:26:55.150,leaving
196474,2.239153303404696e-07,1698,2017-06-21 17:26:55.850,2017-06-21 17:26:57.150,NV
196488,4.822639109873825e-06,1698,2017-06-21 17:26:57.750,2017-06-21 17:26:58.150,NV
196556,0.001889594148728,1698,2017-06-21 17:27:04.900,2017-06-21 17:27:08.700,entering
196613,1.8685130277454607e-05,1698,2017-06-21 17:27:10.350,2017-06-21 17:27:13.800,entering
196647,5.957328614095027e-07,1698,2017-06-21 17:27:14.050,2017-06-21 17:27:14.450,entering
196653,0.0307963937327606,1698,2017-06-21 17:27:14.650,2017-06-21 17:27:15.300,entering
196661,7.548733269979735e-05,1698,2017-06-21 17:27:15.750,2017-06-21 17:27:16.000,NV
196719,0.0004976471331105,1698,2017-06-21 17:27:21.800,2017-06-21 17:27:22.500,leaving
196728,2.0700653953429008e-06,1698,2017-06-21 17:27:22.550,2017-06-21 17:27:22.900,leaving
196745,1.9260753679519366e-05,1698,2017-06-21 17:27:24.350,2017-06-21 17:27:24.900,NV
196839,2.7163201900550863e-06,1698,2017-06-21 17:27:33.550,2017-06-21 17:27:34.250,NV
196885,0.0041108496138835,1698,2017-06-21 17:27:36.150,2017-06-21 17:27:43.150,entering
196928,1.5249358387310882e-08,1698,2017-06-21 17:27:41.900,2017-06-21 17:27:42.050,leaving
196989,1.394551448441306e-05,1698,2017-06-21 17:27:48.850,2017-06-21 17:27:50.000,leaving
197004,0.0006888833642988,1698,2017-06-21 17:27:50.250,2017-06-21 17:27:57.650,leaving
203836,0.0644895166213647,1698,2017-06-21 17:43:37.650,2017-06-21 17:43:38.600,leaving
203839,0.0009140374604612,1698,2017-06-21 17:43:38.650,2017-06-21 17:43:38.750,leaving
203844,3.652904830019837e-05,1698,2017-06-21 17:43:39.350,2017-06-21 17:43:39.750,NV
203904,5.980883252282785e-06,1698,2017-06-21 17:43:46.450,2017-06-21 17:44:00.200,entering
203992,9.848763483209076e-07,1698,2017-06-21 17:44:01.550,2017-06-21 17:44:04.050,entering
204018,1.3026716116231103e-06,1698,2017-06-21 17:44:06.450,2017-06-21 17:44:07.800,NV
204028,0.0090773591878132,1698,2017-06-21 17:44:11.450,2017-06-21 17:44:11.800,leaving
204030,0.0058461209000976,1698,2017-06-21 17:44:11.850,2017-06-21 17:44:12.400,leaving
204036,0.0025382269533502,1698,2017-06-21 17:44:14.200,2017-06-21 17:44:23.000,NV
204080,2.301745399788316e-06,1698,2017-06-21 17:44:22.600,2017-06-21 17:44:25.850,entering
204222,0.039736974330607,1698,2017-06-21 17:44:44.250,2017-06-21 17:44:45.100,leaving
204226,3.601029938948841e-06,1698,2017-06-21 17:44:45.350,2017-06-21 17:44:45.550,leaving
204250,0.0115103867607152,1698,2017-06-21 17:44:48.600,2017-06-21 17:44:50.900,leaving
204271,3.568922986844064e-06,1698,2017-06-21 17:44:50.900,2017-06-21 17:44:56.750,entering
204964,1.0676614651321152e-05,1698,2017-06-21 17:46:43.200,2017-06-21 17:46:43.800,NV
204975,0.0005383442520886,1698,2017-06-21 17:46:44.400,2017-06-21 17:46:45.000,leaving
204981,0.0009897008155731,1698,2017-06-21 17:46:45.050,2017-06-21 17:46:47.000,leaving
205006,0.0047851122997416,1698,2017-06-21 17:46:49.800,2017-06-21 17:46:56.550,leaving
205043,0.0412910736384771,1698,2017-06-21 17:46:56.800,2017-06-21 17:46:57.400,leaving
205055,9.38097379631131e-05,1698,2017-06-21 17:46:58.500,2017-06-21 17:46:58.950,NV
205081,1.4978266790421912e-05,1698,2017-06-21 17:47:01.500,2017-06-21 17:47:01.600,entering
205148,0.0102430905400127,1698,2017-06-21 17:47:10.050,2017-06-21 17:47:13.800,entering
205173,0.002924208006423,1698,2017-06-21 17:47:14.100,2017-06-21 17:47:15.000,NV
205181,5.465174967866915e-05,1698,2017-06-21 17:47:15.200,2017-06-21 17:47:15.550,NV
205195,0.0373144332189857,1698,2017-06-21 17:47:17.700,2017-06-21 17:47:18.250,leaving
205217,3.146778534315537e-05,1698,2017-06-21 17:47:22.750,2017-06-21 17:47:30.050,entering
207272,0.0009040107378814,1698,2017-06-21 17:53:04.650,2017-06-21 17:53:07.400,leaving
207333,0.0003404244388069,1698,2017-06-21 17:53:11.800,2017-06-21 17:53:15.300,entering
207362,2.6826802272014525e-05,1698,2017-06-21 17:53:15.300,2017-06-21 17:53:19.400,entering
208012,0.0007759673246386,1698,2017-06-21 17:54:51.100,2017-06-21 17:54:53.750,leaving
208037,3.0901495703773327e-06,1698,2017-06-21 17:54:54.500,2017-06-21 17:54:56.100,leaving
208050,1.86304851821216e-05,1698,2017-06-21 17:54:56.350,2017-06-21 17:54:57.800,leaving
208073,0.0014653339010547,1698,2017-06-21 17:55:00.850,2017-06-21 17:55:04.900,entering
208121,0.013160650376185,1698,2017-06-21 17:55:10.350,2017-06-21 17:55:12.800,leaving
208144,8.993985768803776e-08,1698,2017-06-21 17:55:13.050,2017-06-21 17:55:13.550,leaving
208160,0.0042455832287957,1698,2017-06-21 17:55:14.000,2017-06-21 17:55:16.100,leaving
208175,6.923873280273439e-11,1698,2017-06-21 17:55:16.600,2017-06-21 17:55:16.650,leaving
208180,0.0001025014104622,1698,2017-06-21 17:55:17.200,2017-06-21 17:55:17.300,leaving
208191,0.0190615055360141,1698,2017-06-21 17:55:17.750,2017-06-21 17:55:18.800,NV
208221,3.9771493201178e-06,1698,2017-06-21 17:55:21.350,2017-06-21 17:55:22.100,NV
208224,6.7883272056368775e-06,1698,2017-06-21 17:55:22.250,2017-06-21 17:55:22.850,NV
208227,1.311122843294315e-05,1698,2017-06-21 17:55:23.100,2017-06-21 17:55:23.950,NV
